audio_waves,samplerate,bit_lengths,seconds_length
"[-0.00201211 -0.0027886  -0.00292421 ... -0.00543782 -0.00522361
  0.        ]",22050,135830,6.160090702947846
"[-0.00314259 -0.00329465 -0.00263265 ...  0.03942204  0.0283503
  0.        ]",22050,121718,5.520090702947845
"[-0.02133825 -0.03076883 -0.03698976 ... -0.00549236 -0.00509251
  0.        ]",22050,88202,4.000090702947846
"[-0.07446539 -0.07335416 -0.07467765 ... -0.00118355 -0.00116884
  0.        ]",22050,201098,9.120090702947845
"[ 4.4596949e-04  4.7714345e-04 -4.3923737e-05 ...  1.6342896e-03
  1.0778675e-03  0.0000000e+00]",22050,131420,5.960090702947846
"[ 0.00158466  0.00235162  0.00258786 ...  0.00151653 -0.00159996
  0.        ]",22050,369560,16.760090702947846
"[ 0.00102618  0.000161   -0.00134985 ... -0.08910938 -0.08081076
  0.        ]",22050,113780,5.160090702947846
"[8.0505490e-02 8.0224141e-02 5.6291871e-02 ... 7.1390059e-05 5.4758595e-04
 0.0000000e+00]",22050,127892,5.800090702947846
"[-0.00413771 -0.00803731 -0.0100028  ... -0.01446859 -0.0137623
  0.        ]",22050,218738,9.920090702947846
[0.04210187 0.04239977 0.07355507 ... 0.01095376 0.01168027 0.        ],22050,246080,11.160090702947846
[0.00855344 0.01046749 0.01030328 ... 0.00103011 0.0030598  0.        ],22050,98786,4.480090702947845
"[ 0.01638993  0.01874389  0.0164414  ... -0.04500085 -0.04535949
  0.        ]",22050,87320,3.960090702947846
"[ 5.7909661e-04  1.2622174e-04 -1.8791149e-03 ...  7.6959595e-06
  1.8185357e-04  0.0000000e+00]",22050,186986,8.480090702947846
"[ 0.00479647  0.00516487  0.00401248 ... -0.03725405 -0.03035489
  0.        ]",22050,134066,6.080090702947846
"[ 0.00169667  0.00067583 -0.00104978 ... -0.00180291 -0.00125052
  0.        ]",22050,122600,5.5600907029478455
"[-0.0673326  -0.06408886 -0.04208042 ...  0.00050916 -0.01652946
  0.        ]",22050,137594,6.240090702947846
"[-0.00090376 -0.00100727 -0.00075661 ...  0.0012554   0.00130459
  0.        ]",22050,143768,6.520090702947845
"[-0.0049027  -0.00560138 -0.00492568 ...  0.0088103   0.01531135
  0.        ]",22050,101432,4.6000907029478455
"[-0.06590568 -0.0777491  -0.06851991 ... -0.01052948 -0.00814193
  0.        ]",22050,280478,12.720090702947846
"[-0.00107918 -0.00120879 -0.0011063  ... -0.03668002 -0.03891459
  0.        ]",22050,97022,4.400090702947846
"[ 0.00801209  0.00798037  0.00579045 ... -0.00397318 -0.00459392
  0.        ]",22050,88202,4.000090702947846
"[-0.00781014 -0.00717618  0.00885604 ... -0.01598311 -0.01335062
  0.        ]",22050,124364,5.6400907029478455
"[-0.20781699 -0.23217064 -0.18725747 ... -0.05288165 -0.05108922
  0.        ]",22050,123482,5.6000907029478455
"[-0.0096183  -0.01370742 -0.01619573 ...  0.00087939  0.00039141
  0.        ]",22050,116426,5.280090702947846
[0.00178652 0.00180743 0.00173903 ... 0.00972617 0.01158298 0.        ],22050,105842,4.800090702947846
"[ 0.02653608  0.03994733  0.04377813 ... -0.01527463 -0.01513549
  0.        ]",22050,125246,5.680090702947846
"[-0.01786876 -0.00347375  0.00419999 ...  0.04005508  0.01646009
  0.        ]",22050,94376,4.280090702947846
"[-0.00625619 -0.01003662 -0.00894782 ... -0.00330203 -0.00494607
  0.        ]",22050,221384,10.040090702947845
"[-0.03581944 -0.03460146 -0.02058497 ...  0.05846941  0.05360751
  0.        ]",22050,133184,6.040090702947846
"[ 0.01534311  0.02958318  0.04006194 ... -0.00767918 -0.00619543
  0.        ]",22050,89084,4.040090702947846
"[-0.00233928 -0.00190876 -0.00056077 ... -0.03087303 -0.01423425
  0.        ]",22050,184340,8.360090702947845
"[-0.00316818 -0.00220922 -0.00085208 ... -0.00861572 -0.00669534
  0.        ]",22050,143768,6.520090702947845
"[ 0.00361297  0.00380822  0.00151958 ... -0.00161916 -0.00207683
  0.        ]",22050,283124,12.840090702947846
"[ 0.00450159  0.00568957  0.00210881 ... -0.00178391 -0.00123227
  0.        ]",22050,152588,6.920090702947846
"[-0.00759172 -0.0066856  -0.00291772 ...  0.11850785  0.09809674
  0.        ]",22050,245198,11.120090702947845
"[-0.10882504 -0.11793006 -0.08772516 ... -0.00541508 -0.00425735
  0.        ]",22050,253136,11.480090702947846
"[-2.6586192e-04 -2.5904991e-04 -5.1749910e-05 ... -1.3068833e-02
 -1.1221817e-02  0.0000000e+00]",22050,254900,11.560090702947846
"[-0.10991557 -0.12415761 -0.11049496 ...  0.07557712  0.03977833
  0.        ]",22050,115544,5.240090702947846
"[ 0.00295431  0.00111577 -0.00182201 ...  0.01406044  0.01280823
  0.        ]",22050,214328,9.720090702947846
"[-0.0011249  -0.00369672 -0.00453747 ...  0.00480563  0.0065831
  0.        ]",22050,299000,13.560090702947846
"[-5.2764919e-02 -6.7451388e-02 -6.0515467e-02 ...  6.5020329e-05
  4.3079137e-05  0.0000000e+00]",22050,186986,8.480090702947846
[0.02356905 0.02990297 0.02680517 ... 0.02447492 0.02015148 0.        ],22050,380144,17.240090702947846
"[ 0.01228956  0.01046722  0.0078416  ...  0.00043954 -0.00041973
  0.        ]",22050,128774,5.840090702947846
"[ 0.01238561  0.01309295  0.01012032 ... -0.0063535  -0.00576382
  0.        ]",22050,107606,4.880090702947846
"[-0.0008297   0.00157294  0.0038713  ...  0.02964857  0.02875845
  0.        ]",22050,244316,11.080090702947846
"[-1.6806180e-04  2.7237870e-06  7.5209673e-06 ... -2.3491191e-02
 -2.0558093e-02  0.0000000e+00]",22050,104960,4.760090702947846
"[-0.03568672 -0.02919963 -0.00785533 ... -0.00779786 -0.00548634
  0.        ]",22050,119072,5.400090702947846
"[-0.017113   -0.01896751 -0.01473524 ...  0.0089869   0.02537856
  0.        ]",22050,233732,10.600090702947846
"[-0.00530734 -0.00250013  0.00216401 ...  0.00789471  0.02026894
  0.        ]",22050,276068,12.520090702947845
"[-0.00213109 -0.00188171 -0.00190993 ...  0.00223181  0.00640874
  0.        ]",22050,167582,7.6000907029478455
[0.04104517 0.041377   0.02556414 ... 0.00503635 0.00430584 0.        ],22050,120836,5.480090702947845
[0.00037261 0.00092799 0.00139209 ... 0.03673568 0.03494916 0.        ],22050,265484,12.040090702947845
"[ 0.04090586  0.04426333  0.03367216 ... -0.01514684 -0.01554851
  0.        ]",22050,106724,4.840090702947846
"[ 0.01419383  0.02115259  0.02234994 ... -0.00745496 -0.032868
  0.        ]",22050,124364,5.6400907029478455
"[ 0.01346052  0.01330568  0.00720783 ... -0.06166704 -0.0542742
  0.        ]",22050,118190,5.360090702947846
[0.05131359 0.04986137 0.03013196 ... 0.27546293 0.25081214 0.        ],22050,116426,5.280090702947846
"[-0.00157427 -0.00022856  0.0002405  ... -0.00084414 -0.00508636
  0.        ]",22050,88202,4.000090702947846
"[-0.03312227 -0.05936676 -0.0742261  ... -0.14669332 -0.09202342
  0.        ]",22050,389846,17.680090702947847
"[ 0.02901342  0.01775992 -0.01283391 ... -0.00248395 -0.00199134
  0.        ]",22050,245198,11.120090702947845
"[-0.00136798 -0.00150707 -0.00120194 ...  0.00063437  0.00035107
  0.        ]",22050,222266,10.080090702947846
"[ 0.00139026  0.00310852  0.00450636 ... -0.03221422 -0.02731123
  0.        ]",22050,156998,7.120090702947846
"[ 0.20711312  0.19534218  0.10745846 ... -0.0201204   0.01935517
  0.        ]",22050,119954,5.440090702947846
"[ 0.0188596   0.0089682  -0.00559811 ... -0.07152036 -0.04542304
  0.        ]",22050,104960,4.760090702947846
"[-0.00396467 -0.00140818  0.00548887 ... -0.02334765 -0.02204327
  0.        ]",22050,97022,4.400090702947846
"[ 6.8064954e-05  2.5037790e-04  1.1057679e-04 ... -7.6960072e-02
 -7.0966303e-02  0.0000000e+00]",22050,116426,5.280090702947846
"[ 0.01047738  0.02538985  0.03613753 ... -0.07255228 -0.07705855
  0.        ]",22050,170228,7.720090702947846
"[-0.12782897 -0.12690282 -0.08230093 ...  0.00556658 -0.01629479
  0.        ]",22050,103196,4.680090702947846
"[ 0.17450029  0.19540727  0.18631518 ... -0.04372125 -0.02954273
  0.        ]",22050,231968,10.520090702947845
"[-0.03227955 -0.04212473 -0.01554034 ... -0.01291213 -0.01700769
  0.        ]",22050,104078,4.720090702947846
"[-0.05635487 -0.06689323 -0.06142768 ...  0.03929889  0.03541859
  0.        ]",22050,118190,5.360090702947846
"[-0.01572403 -0.01805531 -0.01545398 ... -0.03638292 -0.02768898
  0.        ]",22050,117308,5.320090702947846
"[ 0.04545517  0.05158275  0.0389513  ... -0.0084048  -0.00621731
  0.        ]",22050,276068,12.520090702947845
[0.05359834 0.05438043 0.03749964 ... 0.02038605 0.02269622 0.        ],22050,134948,6.120090702947846
"[-0.00130034 -0.00260684 -0.00320281 ... -0.02211209 -0.02485686
  0.        ]",22050,194042,8.800090702947847
"[ 0.0015225   0.00210686  0.00099208 ... -0.02454293 -0.0185102
  0.        ]",22050,145532,6.6000907029478455
[0.00500976 0.0050284  0.00365184 ... 0.00017006 0.00029668 0.        ],22050,596234,27.040090702947847
"[-0.01429055 -0.01379669 -0.00947085 ... -0.03201085 -0.0331549
  0.        ]",22050,123482,5.6000907029478455
"[-0.01102492 -0.01176674 -0.00863777 ...  0.00300002 -0.00172016
  0.        ]",22050,115544,5.240090702947846
"[-0.00776478 -0.00802618 -0.01173287 ... -0.01736654 -0.00953785
  0.        ]",22050,259310,11.760090702947846
"[-0.03030862 -0.03355994 -0.02708285 ... -0.00046578 -0.000419
  0.        ]",22050,133184,6.040090702947846
"[-0.10105514 -0.10825327 -0.0815883  ...  0.00794983  0.00653224
  0.        ]",22050,222266,10.080090702947846
"[-0.03593928 -0.04267062 -0.03859597 ... -0.03693701 -0.02200276
  0.        ]",22050,134066,6.080090702947846
"[-0.10347039 -0.11900983 -0.0974182  ...  0.00190977 -0.00044651
  0.        ]",22050,171110,7.760090702947846
"[ 0.00764313  0.01528138  0.0296713  ... -0.01578026 -0.04654931
  0.        ]",22050,131420,5.960090702947846
[0.14112464 0.24800953 0.29253125 ... 0.00060516 0.00145146 0.        ],22050,312230,14.160090702947846
"[ 0.01283292  0.0146591   0.01104053 ... -0.00793905 -0.00726785
  0.        ]",22050,92612,4.200090702947846
[0.09508558 0.09931082 0.07119799 ... 0.1548473  0.1227233  0.        ],22050,352802,16.000090702947844
"[-0.00342335 -0.00423666 -0.00390503 ... -0.01946212 -0.01153094
  0.        ]",22050,100550,4.5600907029478455
"[ 0.00147607  0.00128188 -0.00070815 ... -0.01129913  0.00605313
  0.        ]",22050,118190,5.360090702947846
"[-0.00388284 -0.00425598 -0.0034559  ... -0.01955334 -0.01791606
  0.        ]",22050,129656,5.880090702947846
[0.00415593 0.00428564 0.00150509 ... 0.00046557 0.00132027 0.        ],22050,250490,11.360090702947845
"[-0.00805999 -0.01100877 -0.01172433 ... -0.01816072  0.05088533
  0.        ]",22050,120836,5.480090702947845
"[-0.00405183 -0.00477038 -0.00405021 ... -0.00482568 -0.00126111
  0.        ]",22050,88202,4.000090702947846
"[-0.00584342 -0.00743545 -0.00763886 ... -0.04807241 -0.04459683
  0.        ]",22050,122600,5.5600907029478455
"[-6.1821302e-05  2.0647358e-06  5.1046940e-05 ... -2.8114540e-03
 -6.1306166e-03  0.0000000e+00]",22050,170228,7.720090702947846
"[-0.00430791 -0.00443839 -0.00332149 ...  0.00207635  0.00192504
  0.        ]",22050,241670,10.960090702947845
[0.00404517 0.00464566 0.00414387 ... 0.04187664 0.0316047  0.        ],22050,117308,5.320090702947846
[0.00045818 0.00025646 0.00024863 ... 0.00068453 0.00063515 0.        ],22050,120836,5.480090702947845
"[ 0.05204245  0.0581894   0.0479894  ... -0.00465843 -0.00387986
  0.        ]",22050,314876,14.280090702947845
"[-0.00100809  0.00335766  0.00950213 ...  0.02499022  0.02376124
  0.        ]",22050,170228,7.720090702947846
[0.08004732 0.08986712 0.06094564 ... 0.00058613 0.0006356  0.        ],22050,130538,5.920090702947846
"[ 0.09064988  0.03295021 -0.06822439 ...  0.00200113 -0.00627049
  0.        ]",22050,225794,10.240090702947846
"[-0.04475342 -0.05086036 -0.05074285 ...  0.041944    0.03831472
  0.        ]",22050,194042,8.800090702947847
"[-0.00540946  0.00612541  0.01261855 ... -0.05594387 -0.03265715
  0.        ]",22050,127010,5.760090702947846
"[-0.00050376 -0.00080083 -0.00091934 ...  0.0006916   0.00062284
  0.        ]",22050,261074,11.840090702947846
[0.08157454 0.09259345 0.07806288 ... 0.05351362 0.03547489 0.        ],22050,94376,4.280090702947846
"[-0.00031146  0.00313853  0.00594263 ... -0.02724859  0.00463135
  0.        ]",22050,170228,7.720090702947846
"[-0.00566594 -0.00651807 -0.00596071 ...  0.07857516  0.07497067
  0.        ]",22050,123482,5.6000907029478455
"[ 0.00489657  0.00889535  0.00839601 ... -0.01621073 -0.01957898
  0.        ]",22050,106724,4.840090702947846
"[-0.0068019  -0.00476312  0.00095782 ... -0.00354337 -0.00110991
  0.        ]",22050,211682,9.600090702947846
"[-0.00015573  0.00018209  0.00055049 ...  0.01016037  0.01089987
  0.        ]",22050,94376,4.280090702947846
"[-0.00357896 -0.00402437 -0.00306062 ... -0.05731609 -0.05158731
  0.        ]",22050,101432,4.6000907029478455
[0.         0.         0.         ... 0.02848574 0.02966187 0.        ],22050,553898,25.120090702947845
"[ 0.02010454  0.02039856  0.01595566 ...  0.00939521 -0.00073081
  0.        ]",22050,151706,6.880090702947846
"[-9.12828109e-05 -1.12033718e-04 -3.26238951e-05 ...  1.58385523e-02
  1.07540535e-02  0.00000000e+00]",22050,266366,12.080090702947846
"[-0.00860254 -0.0102751  -0.00951693 ... -0.02897518 -0.02639044
  0.        ]",22050,158762,7.200090702947846
"[-0.01025728 -0.02058959 -0.02922137 ...  0.04517049  0.04181924
  0.        ]",22050,229322,10.400090702947846
"[-0.0277229  -0.03496944 -0.03449352 ... -0.02551621 -0.02194904
  0.        ]",22050,107606,4.880090702947846
[0.07329872 0.07903461 0.02625602 ... 0.01185574 0.00908054 0.        ],22050,96140,4.360090702947846
"[-0.07201186 -0.12065177 -0.16313766 ...  0.07855958  0.07654115
  0.        ]",22050,128774,5.840090702947846
"[ 0.2572542   0.19257058  0.08502237 ... -0.05570774 -0.04381513
  0.        ]",22050,87320,3.960090702947846
"[-0.00465257 -0.00538556 -0.00329041 ...  0.01944572  0.01723465
  0.        ]",22050,164936,7.480090702947845
[0.08340124 0.13499609 0.16356638 ... 0.00364447 0.01229863 0.        ],22050,161408,7.320090702947846
"[ 0.00603182  0.00687861  0.00571199 ...  0.0014145  -0.00328155
  0.        ]",22050,230204,10.440090702947845
"[ 0.00401577  0.00733357  0.00904711 ... -0.07207763 -0.06001864
  0.        ]",22050,95258,4.320090702947846
"[-0.332247   -0.3473474  -0.23373447 ...  0.09228833  0.07956367
  0.        ]",22050,140240,6.360090702947846
[0.15911071 0.17712045 0.14622936 ... 0.02883514 0.02390871 0.        ],22050,116426,5.280090702947846
"[ 0.02359947  0.02918953  0.02398095 ... -0.00524168  0.00978632
  0.        ]",22050,94376,4.280090702947846
"[ 0.03621854  0.03318805  0.01443304 ... -0.12401303 -0.08451279
  0.        ]",22050,207272,9.400090702947846
"[-0.00339654 -0.00162228  0.00035928 ... -0.00075842 -0.00051812
  0.        ]",22050,141122,6.400090702947846
[0.10910253 0.11424846 0.08900905 ... 0.10423303 0.16752744 0.        ],22050,149060,6.760090702947846
[0.01051916 0.00978802 0.00571872 ... 0.00963675 0.00560024 0.        ],22050,219620,9.960090702947845
[0.08662448 0.10287174 0.07961583 ... 0.01174591 0.00629121 0.        ],22050,128774,5.840090702947846
"[ 0.15661053  0.12901741 -0.01215187 ...  0.24999595  0.2105262
  0.        ]",22050,121718,5.520090702947845
"[-0.00144242 -0.0009495  -0.00029326 ...  0.13936482  0.10346202
  0.        ]",22050,112898,5.120090702947846
"[ 0.          0.          0.         ... -0.37171233 -0.32222745
  0.        ]",22050,199334,9.040090702947845
"[-0.03142877 -0.06066171 -0.02577263 ...  0.14830714  0.13184892
  0.        ]",22050,111134,5.040090702947846
"[6.5396243e-04 6.6146976e-04 4.3904257e-04 ... 4.3723638e-08 8.5477217e-04
 0.0000000e+00]",22050,145532,6.6000907029478455
"[-0.00186181 -0.00358649 -0.00347427 ...  0.09674145  0.08487629
  0.        ]",22050,108488,4.920090702947846
[0.00625897 0.00706518 0.00549747 ... 0.00083457 0.0029656  0.        ],22050,145532,6.6000907029478455
"[ 6.8598638e-05  1.1254205e-04 -6.9648459e-06 ... -3.0981204e-02
 -2.4372082e-02  0.0000000e+00]",22050,120836,5.480090702947845
"[ 0.00241582  0.00249276  0.00247963 ... -0.01340693 -0.01503118
  0.        ]",22050,286652,13.000090702947846
"[ 8.5751974e-04  4.1889118e-05 -8.2197180e-04 ... -2.3172215e-02
  1.3781022e-02  0.0000000e+00]",22050,90848,4.120090702947846
"[-0.00043797 -0.00040508 -0.00033394 ...  0.00111486  0.00101007
  0.        ]",22050,173756,7.880090702947846
[0.02042389 0.02634473 0.02687931 ... 0.00284571 0.00290117 0.        ],22050,147296,6.680090702947846
"[ 0.00032976 -0.0006918  -0.00150757 ... -0.00460177 -0.00454851
  0.        ]",22050,194042,8.800090702947847
"[-0.00241624 -0.00136248  0.00127275 ... -0.00431874 -0.00386191
  0.        ]",22050,239906,10.880090702947847
"[-0.12751463 -0.1328249  -0.08975769 ... -0.445832   -0.3953324
  0.        ]",22050,511562,23.200090702947847
"[-2.7122672e-03 -2.9184908e-04  9.5537333e-05 ... -8.9918217e-03
 -7.7060377e-03  0.0000000e+00]",22050,112016,5.080090702947846
"[-0.00043915 -0.00085918 -0.00058952 ... -0.03031513 -0.02621412
  0.        ]",22050,623576,28.280090702947845
"[ 0.08338284  0.10089607  0.09674791 ... -0.00161166  0.00323663
  0.        ]",22050,305174,13.840090702947846
"[ 0.07852779  0.10200521  0.09344425 ... -0.02793219 -0.02950522
  0.        ]",22050,104078,4.720090702947846
[0.00544543 0.00644881 0.00551994 ... 0.00065076 0.00057849 0.        ],22050,400430,18.160090702947844
[0.15378855 0.2793369  0.314801   ... 0.24555264 0.18600293 0.        ],22050,458642,20.800090702947845
"[-0.01402994 -0.01504996 -0.01200138 ...  0.05074581  0.04236215
  0.        ]",22050,351920,15.960090702947845
"[ 0.00444435  0.0035164   0.00365397 ... -0.00444865 -0.00091609
  0.        ]",22050,132302,6.000090702947846
"[-0.00057017 -0.00065263 -0.00049274 ... -0.00013597 -0.00207464
  0.        ]",22050,201980,9.160090702947846
"[-0.00459879 -0.00217622 -0.00831884 ... -0.01097778 -0.00963872
  0.        ]",22050,210800,9.560090702947846
"[ 0.01093638  0.01131493  0.01061634 ... -0.03579401 -0.02869565
  0.        ]",22050,144650,6.5600907029478455
"[ 0.06322526  0.08744806  0.06506179 ... -0.01739592 -0.01353698
  0.        ]",22050,100550,4.5600907029478455
[0.01794112 0.03320494 0.04998088 ... 0.00478414 0.00324005 0.        ],22050,89084,4.040090702947846
[0.00176516 0.0020055  0.00172319 ... 0.05299221 0.04651811 0.        ],22050,92612,4.200090702947846
"[-0.0678219  -0.07240329 -0.05536973 ... -0.03436547 -0.03068291
  0.        ]",22050,223148,10.120090702947845
"[-0.00198875 -0.006281   -0.01649445 ... -0.03593593 -0.06157221
  0.        ]",22050,112016,5.080090702947846
"[ 5.53407044e-05  3.36555931e-05 -1.07948574e-04 ...  1.56399608e-02
  1.34917581e-02  0.00000000e+00]",22050,114662,5.200090702947846
"[-0.06433677 -0.05355585 -0.01583509 ... -0.01054423 -0.01019609
  0.        ]",22050,314876,14.280090702947845
"[ 0.11474694  0.07637911  0.04196395 ... -0.07749565 -0.08521233
  0.        ]",22050,145532,6.6000907029478455
"[-0.07679637 -0.09586914 -0.09506243 ...  0.12112593  0.20671828
  0.        ]",22050,97904,4.440090702947846
[0.03378246 0.03488309 0.02005143 ... 0.27705225 0.2501973  0.        ],22050,109370,4.960090702947846
"[ 0.00457077  0.00497376  0.00384823 ... -0.00793587 -0.00746418
  0.        ]",22050,188750,8.560090702947846
"[-0.00089041 -0.00130483 -0.00100912 ...  0.06059463  0.04928616
  0.        ]",22050,106724,4.840090702947846
[0.00445234 0.00578412 0.00575072 ... 0.00881976 0.00763731 0.        ],22050,95258,4.320090702947846
"[-0.12800716 -0.14493625 -0.09768304 ... -0.01409673 -0.01044501
  0.        ]",22050,131420,5.960090702947846
[0.03382442 0.04167899 0.03805828 ... 0.02393461 0.02159819 0.        ],22050,175520,7.960090702947846
[0.01585279 0.02567048 0.03234992 ... 0.17613699 0.16378339 0.        ],22050,87320,3.960090702947846
"[-0.01213267 -0.01608002 -0.01305197 ... -0.02787475 -0.02286356
  0.        ]",22050,271658,12.320090702947846
"[-0.00089405 -0.0018836  -0.00184366 ...  0.15979671  0.11302172
  0.        ]",22050,128774,5.840090702947846
"[-0.00328382 -0.00692273 -0.007523   ...  0.00586741  0.00203134
  0.        ]",22050,120836,5.480090702947845
"[ 0.00694835  0.00559834  0.00164438 ... -0.7197137  -0.7161043
  0.        ]",22050,239906,10.880090702947847
"[ 0.00299199  0.00336873  0.00281815 ... -0.00191055 -0.00180574
  0.        ]",22050,95258,4.320090702947846
"[ 3.0955493e-03  2.9701842e-03  2.0859938e-03 ...  9.6839800e-04
 -9.1247341e-05  0.0000000e+00]",22050,135830,6.160090702947846
"[-0.03845172 -0.043837   -0.04018597 ... -0.00940399 -0.00393911
  0.        ]",22050,119954,5.440090702947846
"[-0.06954366 -0.08673452 -0.07992079 ... -0.12149017 -0.09968201
  0.        ]",22050,105842,4.800090702947846
[0.03952295 0.04259888 0.03526405 ... 0.03261258 0.02732226 0.        ],22050,204626,9.280090702947845
"[-0.01371304 -0.01468759 -0.01112248 ...  0.04328808  0.03592535
  0.        ]",22050,91730,4.160090702947846
[0.00230907 0.0104241  0.01986666 ... 0.04903798 0.03901197 0.        ],22050,160526,7.280090702947846
"[ 0.02485882  0.02418795  0.0162033  ... -0.00515963 -0.00537477
  0.        ]",22050,181694,8.240090702947846
[0.00417267 0.00422851 0.0031592  ... 0.04683131 0.04501339 0.        ],22050,100550,4.5600907029478455
"[ 1.0695176e-04 -3.4521371e-03 -8.9852074e-03 ... -1.4909585e-01
 -8.2688637e-02  0.0000000e+00]",22050,276950,12.560090702947846
"[-0.00916295 -0.007543   -0.00762803 ...  0.01335651  0.01612305
  0.        ]",22050,92612,4.200090702947846
"[-0.15764567 -0.18474656 -0.15291114 ...  0.01370146  0.01236255
  0.        ]",22050,162290,7.360090702947846
"[-0.0004034  -0.00020541  0.00018241 ... -0.00182659 -0.00152632
  0.        ]",22050,292826,13.280090702947845
"[-0.00274392 -0.00164753  0.00066702 ... -0.00761984 -0.00650348
  0.        ]",22050,97904,4.440090702947846
"[-0.00055513 -0.00040225 -0.00023224 ... -0.0104213  -0.00834967
  0.        ]",22050,112898,5.120090702947846
[0.01038473 0.01226437 0.00825091 ... 0.0023363  0.00185153 0.        ],22050,102314,4.6400907029478455
[0.00611148 0.00506506 0.00409685 ... 0.14427781 0.12886353 0.        ],22050,142004,6.440090702947846
"[ 0.00592285  0.00858028  0.01255945 ... -0.03646842 -0.03029359
  0.        ]",22050,136712,6.200090702947846
"[-0.01494537 -0.03042771 -0.04135709 ...  0.06051591  0.06400506
  0.        ]",22050,224912,10.200090702947845
"[ 0.19949974  0.13301551 -0.07126707 ...  0.02327316  0.04031584
  0.        ]",22050,233732,10.600090702947846
"[-0.11412156 -0.12639204 -0.09555501 ...  0.00700172 -0.00054753
  0.        ]",22050,144650,6.5600907029478455
[0.01832093 0.02160537 0.01946737 ... 0.00185616 0.00208418 0.        ],22050,169346,7.680090702947846
"[ 0.03936819  0.02783535 -0.00202133 ...  0.00521729  0.00360487
  0.        ]",22050,119954,5.440090702947846
"[-0.00157808 -0.00203718 -0.00109649 ...  0.00047247  0.00086476
  0.        ]",22050,143768,6.520090702947845
"[-0.03181743 -0.0420739  -0.03974182 ... -0.03506896 -0.02678905
  0.        ]",22050,97022,4.400090702947846
"[-0.0137941  -0.01964388 -0.00963457 ...  0.00334174  0.00649574
  0.        ]",22050,126128,5.720090702947846
[0.00030202 0.00040687 0.00032245 ... 0.00331518 0.00326585 0.        ],22050,101432,4.6000907029478455
"[ 0.00022205 -0.05174447 -0.11695252 ... -0.00511359 -0.00370463
  0.        ]",22050,220502,10.000090702947846
"[-0.00107222  0.00058664  0.00228564 ... -0.08116218 -0.07274359
  0.        ]",22050,173756,7.880090702947846
"[-0.03583899 -0.04089779 -0.03467073 ...  0.00136733  0.00133395
  0.        ]",22050,417188,18.920090702947846
"[-0.10780855 -0.12592705 -0.10716806 ... -0.00847058 -0.00795477
  0.        ]",22050,134948,6.120090702947846
[0.02985923 0.03610672 0.03506383 ... 0.0182444  0.0174174  0.        ],22050,121718,5.520090702947845
"[ 0.01245907 -0.00141483  0.00904587 ... -0.00242374 -0.00222318
  0.        ]",22050,118190,5.360090702947846
"[ 5.3638965e-03  3.3233815e-03 -9.5671887e-05 ... -1.8877871e-02
 -2.1466859e-02  0.0000000e+00]",22050,483338,21.920090702947846
"[-0.00599041 -0.01682145 -0.02702376 ... -0.05954695 -0.0538179
  0.        ]",22050,106724,4.840090702947846
"[ 0.0028807   0.00658537  0.00715058 ...  0.00053916 -0.00012833
  0.        ]",22050,269012,12.200090702947845
"[ 0.03203809  0.02480168 -0.00074898 ...  0.05194137  0.04188179
  0.        ]",22050,196688,8.920090702947846
[0.07866044 0.08767182 0.0707874  ... 0.07083867 0.0545622  0.        ],22050,94376,4.280090702947846
"[-0.02763009 -0.02251571 -0.00640399 ...  0.01692455 -0.00569995
  0.        ]",22050,102314,4.6400907029478455
"[ 0.00207661  0.00192641  0.00089796 ... -0.03108671 -0.02367122
  0.        ]",22050,482456,21.880090702947847
[0.00235441 0.00336288 0.0038262  ... 0.00930671 0.00339631 0.        ],22050,122600,5.5600907029478455
"[-0.04597275 -0.033526   -0.00149179 ...  0.10208554  0.06014054
  0.        ]",22050,209918,9.520090702947845
"[ 0.10187763  0.09675521  0.04899981 ... -0.06249476 -0.04452794
  0.        ]",22050,789392,35.80009070294785
"[-0.00820251 -0.00525286 -0.00480297 ... -0.00439004 -0.00307267
  0.        ]",22050,144650,6.5600907029478455
"[-0.01057259 -0.00921666 -0.00791502 ...  0.05815617  0.02132379
  0.        ]",22050,87320,3.960090702947846
"[-0.0242075  -0.03410846 -0.03797862 ...  0.0050846   0.00458807
  0.        ]",22050,89084,4.040090702947846
[0.04280912 0.04879894 0.04463192 ... 0.00035729 0.00041074 0.        ],22050,193160,8.760090702947846
"[-0.18994349  0.00426307  0.30632272 ... -0.08474299 -0.10445008
  0.        ]",22050,201980,9.160090702947846
"[-0.00750964 -0.0084842  -0.008007   ...  0.01726117  0.00598293
  0.        ]",22050,117308,5.320090702947846
"[ 0.00840181  0.00930018  0.00752406 ... -0.00146877 -0.00103752
  0.        ]",22050,252254,11.440090702947845
"[-0.00195281 -0.00436981 -0.00414446 ... -0.01266841 -0.00898673
  0.        ]",22050,118190,5.360090702947846
"[ 0.00573029  0.00201593 -0.00440222 ... -0.03055228 -0.03981486
  0.        ]",22050,171110,7.760090702947846
"[ 0.06939904  0.06866801  0.03051561 ... -0.00418731 -0.00379602
  0.        ]",22050,122600,5.5600907029478455
[0.0374848  0.04027551 0.0294007  ... 0.00384547 0.00408497 0.        ],22050,90848,4.120090702947846
[0.00901507 0.00988404 0.0068018  ... 0.05120762 0.03721181 0.        ],22050,119072,5.400090702947846
[0.00145509 0.00163222 0.00132931 ... 0.01283239 0.01216718 0.        ],22050,124364,5.6400907029478455
